Timestamp,Day,Hour,Weather,Area_Type,Traffic_Density,Car_Count,Bike_Count,Truck_Count,Signal_Waiting_Time_Seconds
2025-07-11 17:10:00,Friday,17,Clear,Highway,Medium,39,49,8,35
2025-11-22 13:57:00,Saturday,13,Foggy,Residential,Low,13,15,0,7
2025-01-19 21:11:00,Sunday,21,Stormy,Industrial,Low,19,16,3,18
2025-02-12 02:25:00,Wednesday,2,Cloudy,Residential,Medium,42,65,15,39
2025-11-17 13:26:00,Monday,13,Foggy,Industrial,Medium,48,56,9,59
2025-01-20 21:50:00,Monday,21,Cloudy,Residential,Low,16,19,0,17
2025-01-14 02:45:00,Tuesday,2,Foggy,Highway,Low,5,29,0,6
2025-05-26 05:57:00,Monday,5,Stormy,Commercial,Medium,38,38,10,56
2025-05-12 17:52:00,Monday,17,Cloudy,Highway,High,87,143,30,118
2025-01-27 21:50:00,Monday,21,Cloudy,Industrial,Low,5,19,0,8
2025-03-25 00:21:00,Tuesday,0,Clear,School Zone,Low,19,22,2,14
2025-03-02 05:06:00,Sunday,5,Clear,Highway,Low,15,29,2,12
2025-07-09 04:43:00,Wednesday,4,Rainy,Highway,Low,10,11,4,11
2025-08-18 17:42:00,Monday,17,Foggy,Highway,Medium,22,34,11,44
2025-03-01 23:48:00,Saturday,23,Clear,School Zone,Medium,48,51,15,35
2025-09-20 16:07:00,Saturday,16,Clear,Residential,Medium,44,47,11,49
2025-04-25 15:18:00,Friday,15,Cloudy,Industrial,Low,17,23,4,9
2025-02-06 13:40:00,Thursday,13,Cloudy,Highway,Low,6,22,1,10
2025-08-10 08:28:00,Sunday,8,Stormy,School Zone,Medium,50,61,5,38
2025-01-17 11:10:00,Friday,11,Foggy,Industrial,Low,19,24,2,10
2025-10-11 11:24:00,Saturday,11,Rainy,School Zone,Medium,49,45,11,39
2025-01-15 19:04:00,Wednesday,19,Stormy,School Zone,High,102,140,34,177
2025-04-16 08:03:00,Wednesday,8,Clear,Highway,High,104,149,21,99
2025-05-31 07:46:00,Saturday,7,Clear,Residential,Medium,23,38,6,58
2025-01-08 06:49:00,Wednesday,6,Stormy,Commercial,Low,9,12,5,20
2025-08-13 00:10:00,Wednesday,0,Clear,Industrial,Low,14,25,1,14
2025-01-02 21:09:00,Thursday,21,Rainy,School Zone,Medium,45,39,11,41
2025-02-18 15:36:00,Tuesday,15,Clear,Highway,Medium,41,58,14,41
2025-05-03 20:14:00,Saturday,20,Foggy,Commercial,High,75,96,15,170
2025-04-27 06:51:00,Sunday,6,Stormy,School Zone,Low,15,21,3,13
2025-10-26 06:25:00,Sunday,6,Stormy,School Zone,Low,6,16,4,16
2025-11-11 18:45:00,Tuesday,18,Clear,Commercial,Medium,46,65,5,35
2025-08-19 06:25:00,Tuesday,6,Clear,Residential,Low,20,14,5,11
2025-01-18 17:07:00,Saturday,17,Clear,Highway,Medium,43,44,15,33
2025-06-16 01:11:00,Monday,1,Rainy,School Zone,Low,16,20,0,18
2025-06-08 15:06:00,Sunday,15,Rainy,Highway,Low,18,19,4,18
2025-01-21 19:02:00,Tuesday,19,Rainy,School Zone,High,50,120,21,135
2025-11-23 00:23:00,Sunday,0,Foggy,Commercial,Low,7,16,0,5
2025-02-20 03:12:00,Thursday,3,Cloudy,Commercial,Low,8,30,1,7
2025-12-21 08:16:00,Sunday,8,Rainy,Industrial,High,75,71,35,60
2025-09-29 06:57:00,Monday,6,Clear,Residential,Low,8,25,3,10
2025-05-03 01:59:00,Saturday,1,Clear,Residential,Low,16,25,3,10
2025-01-31 13:43:00,Friday,13,Clear,Residential,Medium,48,44,5,45
2025-01-10 18:15:00,Friday,18,Cloudy,School Zone,High,83,120,39,164
2025-01-18 21:13:00,Saturday,21,Clear,Highway,Low,6,26,0,13
2025-02-25 15:14:00,Tuesday,15,Clear,School Zone,Low,15,29,4,12
2025-09-24 09:41:00,Wednesday,9,Stormy,Industrial,High,51,70,39,70
2025-12-14 08:51:00,Sunday,8,Rainy,Industrial,High,107,82,19,62
2025-07-10 20:39:00,Thursday,20,Rainy,Commercial,Medium,41,41,7,30
2025-03-08 07:14:00,Saturday,7,Stormy,School Zone,High,63,101,15,67
2025-05-29 05:27:00,Thursday,5,Rainy,Highway,Low,19,14,5,13
2025-08-29 00:26:00,Friday,0,Stormy,Highway,Medium,32,61,15,49
2025-08-01 08:29:00,Friday,8,Clear,Industrial,High,83,93,34,107
2025-06-30 14:24:00,Monday,14,Rainy,Residential,Low,15,17,5,14
2025-08-27 21:04:00,Wednesday,21,Foggy,School Zone,Low,8,11,0,7
2025-06-26 13:51:00,Thursday,13,Stormy,School Zone,Low,13,11,5,16
2025-04-20 04:51:00,Sunday,4,Cloudy,Residential,Low,9,17,5,20
2025-12-04 05:26:00,Thursday,5,Foggy,Residential,Low,11,29,1,16
2025-05-27 20:33:00,Tuesday,20,Cloudy,Industrial,Medium,25,55,6,59
2025-04-22 07:24:00,Tuesday,7,Foggy,Highway,High,120,141,24,177
2025-03-11 13:26:00,Tuesday,13,Stormy,Highway,Low,19,13,0,17
2025-12-23 17:31:00,Tuesday,17,Cloudy,Highway,Medium,21,34,13,45
2025-05-10 22:53:00,Saturday,22,Stormy,School Zone,Medium,24,33,8,36
2025-06-01 12:05:00,Sunday,12,Cloudy,Commercial,Low,5,29,2,17
2025-04-09 12:36:00,Wednesday,12,Clear,Commercial,Medium,48,56,14,49
2025-03-24 05:54:00,Monday,5,Rainy,Residential,Low,10,21,4,12
2025-11-18 16:32:00,Tuesday,16,Clear,Industrial,Low,7,28,3,17
2025-04-15 02:19:00,Tuesday,2,Cloudy,Residential,Low,18,26,1,14
2025-05-09 17:23:00,Friday,17,Cloudy,School Zone,High,64,70,17,127
2025-02-21 17:13:00,Friday,17,Rainy,Residential,High,50,105,18,103
2025-01-31 10:49:00,Friday,10,Stormy,Highway,High,95,92,16,159
2025-01-08 02:43:00,Wednesday,2,Rainy,School Zone,Medium,28,48,10,25
2025-03-30 04:08:00,Sunday,4,Foggy,School Zone,Low,15,25,1,10
2025-04-14 01:24:00,Monday,1,Clear,Commercial,Low,13,12,4,11
2025-02-03 21:54:00,Monday,21,Foggy,Highway,Low,8,19,2,14
2025-07-25 09:24:00,Friday,9,Stormy,Commercial,High,86,86,30,89
2025-04-04 23:26:00,Friday,23,Rainy,Highway,Medium,35,44,15,54
2025-09-24 08:38:00,Wednesday,8,Foggy,School Zone,Medium,20,50,9,39
2025-07-27 23:40:00,Sunday,23,Clear,Commercial,Medium,36,66,5,42
2025-04-29 00:30:00,Tuesday,0,Clear,Commercial,Medium,30,59,13,54
2025-02-09 08:23:00,Sunday,8,Clear,Commercial,Medium,47,51,15,53
2025-03-23 08:29:00,Sunday,8,Foggy,School Zone,High,110,78,40,93
2025-09-24 08:26:00,Wednesday,8,Stormy,Highway,Medium,21,64,8,27
2025-12-10 11:49:00,Wednesday,11,Foggy,Residential,Medium,21,42,8,29
2025-05-29 12:59:00,Thursday,12,Rainy,Highway,Medium,46,54,9,25
2025-07-29 13:52:00,Tuesday,13,Foggy,Highway,Medium,20,41,9,40
2025-02-23 15:40:00,Sunday,15,Cloudy,School Zone,Medium,47,62,6,39
2025-02-06 20:24:00,Thursday,20,Foggy,Commercial,Medium,43,63,5,49
2025-03-22 14:22:00,Saturday,14,Stormy,Industrial,Low,15,23,5,6
2025-08-31 12:47:00,Sunday,12,Foggy,School Zone,Medium,50,30,13,38
2025-11-26 02:50:00,Wednesday,2,Clear,Industrial,Low,13,25,1,16
2025-06-16 15:14:00,Monday,15,Clear,Highway,Low,7,21,4,6
2025-11-24 23:44:00,Monday,23,Clear,School Zone,Low,10,14,0,15
2025-05-24 06:58:00,Saturday,6,Stormy,Industrial,Low,13,27,3,15
2025-06-17 15:40:00,Tuesday,15,Foggy,Highway,Low,18,24,3,9
2025-10-17 19:51:00,Friday,19,Cloudy,Residential,High,64,100,30,111
2025-08-18 10:19:00,Monday,10,Cloudy,School Zone,High,60,134,30,67
2025-01-15 02:57:00,Wednesday,2,Foggy,School Zone,Medium,22,50,8,51
2025-11-11 16:19:00,Tuesday,16,Rainy,Residential,Low,14,30,0,18
2025-11-18 20:49:00,Tuesday,20,Clear,Commercial,Medium,50,37,9,31
2025-11-13 12:38:00,Thursday,12,Foggy,School Zone,Medium,34,66,6,27
2025-02-28 00:27:00,Friday,0,Clear,Commercial,Medium,46,49,13,42
2025-07-02 19:06:00,Wednesday,19,Foggy,Industrial,Medium,39,39,9,37
2025-02-28 03:45:00,Friday,3,Rainy,Highway,Low,13,18,1,9
2025-01-22 05:37:00,Wednesday,5,Cloudy,Highway,Low,5,13,1,7
2025-08-17 12:09:00,Sunday,12,Clear,Highway,Low,14,12,4,8
2025-08-27 01:01:00,Wednesday,1,Clear,Industrial,Low,8,29,4,11
2025-06-01 20:18:00,Sunday,20,Rainy,Highway,Medium,48,62,7,53
2025-06-25 09:15:00,Wednesday,9,Rainy,Residential,High,87,83,31,159
2025-11-08 03:42:00,Saturday,3,Clear,School Zone,Low,11,19,5,19
2025-11-03 23:18:00,Monday,23,Stormy,Residential,Low,17,12,3,11
2025-07-14 00:10:00,Monday,0,Cloudy,Highway,Medium,44,48,10,21
2025-01-08 22:07:00,Wednesday,22,Clear,Industrial,Low,13,18,5,13
2025-08-03 06:54:00,Sunday,6,Rainy,Commercial,Low,7,15,0,11
2025-10-11 11:54:00,Saturday,11,Cloudy,Commercial,Medium,24,53,11,20
2025-03-22 05:23:00,Saturday,5,Rainy,Industrial,Medium,33,57,6,35
2025-06-11 01:10:00,Wednesday,1,Rainy,Industrial,Low,10,25,5,9
2025-08-21 12:30:00,Thursday,12,Cloudy,School Zone,Low,11,25,1,13
2025-01-15 02:57:00,Wednesday,2,Clear,School Zone,Low,6,17,1,12
2025-08-27 21:35:00,Wednesday,21,Rainy,Residential,Low,14,30,0,13
2025-10-10 12:15:00,Friday,12,Clear,Commercial,Low,11,11,4,12
2025-10-21 15:26:00,Tuesday,15,Stormy,Residential,Low,7,23,3,17
2025-08-26 11:18:00,Tuesday,11,Foggy,Residential,Low,11,25,4,16
2025-09-03 08:29:00,Wednesday,8,Stormy,Commercial,High,58,114,29,102
2025-03-09 04:03:00,Sunday,4,Rainy,Highway,Medium,38,50,7,57
2025-01-07 05:54:00,Tuesday,5,Clear,School Zone,Medium,26,69,7,45
2025-08-18 05:10:00,Monday,5,Clear,Industrial,Low,12,10,4,15
2025-01-10 04:31:00,Friday,4,Stormy,Commercial,Low,13,21,5,19
2025-04-06 16:26:00,Sunday,16,Clear,School Zone,Medium,25,68,6,21
2025-02-13 02:57:00,Thursday,2,Cloudy,Industrial,Medium,26,54,11,21
2025-07-16 19:26:00,Wednesday,19,Cloudy,School Zone,Medium,42,30,13,44
2025-09-23 05:30:00,Tuesday,5,Foggy,Commercial,Low,6,15,2,15
2025-01-22 08:00:00,Wednesday,8,Clear,Commercial,Medium,49,45,11,52
2025-11-02 19:15:00,Sunday,19,Foggy,Industrial,High,101,149,15,89
2025-09-12 22:35:00,Friday,22,Rainy,Commercial,Low,12,19,0,10
2025-08-06 15:40:00,Wednesday,15,Clear,Residential,Medium,37,61,12,57
2025-10-07 11:41:00,Tuesday,11,Stormy,School Zone,Medium,20,33,15,59
2025-01-10 16:53:00,Friday,16,Foggy,Commercial,Medium,40,33,15,21
2025-10-27 08:29:00,Monday,8,Cloudy,Industrial,Medium,31,57,14,21
2025-12-07 04:20:00,Sunday,4,Clear,Residential,Low,18,21,4,5
2025-12-03 20:24:00,Wednesday,20,Clear,Highway,High,117,85,38,136
2025-12-30 20:26:00,Tuesday,20,Rainy,Residential,High,110,119,30,103
2025-05-20 08:32:00,Tuesday,8,Foggy,Highway,High,54,98,25,149
2025-07-21 03:57:00,Monday,3,Stormy,Industrial,Medium,44,41,8,46
2025-09-28 08:18:00,Sunday,8,Foggy,Commercial,High,77,113,16,100
2025-01-09 16:08:00,Thursday,16,Foggy,Residential,Low,9,26,4,8
2025-04-24 21:15:00,Thursday,21,Stormy,Industrial,Low,18,23,2,19
2025-09-30 04:45:00,Tuesday,4,Foggy,Commercial,Low,9,28,4,15
2025-06-29 14:27:00,Sunday,14,Cloudy,Residential,Medium,47,57,6,38
2025-11-25 08:52:00,Tuesday,8,Rainy,School Zone,High,116,150,27,74
2025-06-11 14:00:00,Wednesday,14,Foggy,Residential,Medium,26,38,7,28
2025-07-30 21:43:00,Wednesday,21,Stormy,Commercial,Medium,30,49,7,47
2025-09-21 07:13:00,Sunday,7,Foggy,School Zone,High,63,105,15,144
2025-11-02 07:33:00,Sunday,7,Cloudy,Industrial,Medium,44,68,14,49
2025-02-10 02:20:00,Monday,2,Rainy,Highway,Low,15,20,4,10
2025-08-11 00:48:00,Monday,0,Cloudy,School Zone,Low,13,28,1,17
2025-08-07 17:02:00,Thursday,17,Foggy,Commercial,High,80,112,31,122
2025-03-13 03:51:00,Thursday,3,Clear,School Zone,Medium,46,62,6,47
2025-07-26 06:52:00,Saturday,6,Foggy,Commercial,Low,6,29,3,11
2025-12-20 23:42:00,Saturday,23,Rainy,Commercial,Low,7,22,5,11
2025-03-01 14:08:00,Saturday,14,Stormy,School Zone,Low,17,19,2,11
2025-12-26 01:01:00,Friday,1,Foggy,Highway,Medium,22,63,6,20
2025-04-07 19:26:00,Monday,19,Stormy,Industrial,High,87,108,29,141
2025-12-26 13:01:00,Friday,13,Cloudy,Residential,Medium,43,41,9,58
2025-05-07 17:14:00,Wednesday,17,Rainy,School Zone,High,62,107,35,150
2025-02-06 16:27:00,Thursday,16,Clear,School Zone,Medium,45,68,6,60
2025-07-06 05:20:00,Sunday,5,Stormy,Residential,Low,15,17,3,18
2025-06-07 10:50:00,Saturday,10,Clear,Commercial,High,56,126,33,147
2025-12-19 22:00:00,Friday,22,Clear,Highway,Low,6,16,4,6
2025-01-14 01:59:00,Tuesday,1,Clear,Highway,Low,14,23,1,11
2025-08-28 22:32:00,Thursday,22,Stormy,Industrial,Low,9,30,0,19
2025-06-18 12:03:00,Wednesday,12,Stormy,Commercial,Low,8,26,1,10
2025-05-18 21:36:00,Sunday,21,Cloudy,Residential,Low,16,29,5,16
2025-09-26 18:31:00,Friday,18,Cloudy,Residential,High,102,150,38,133
2025-09-29 05:16:00,Monday,5,Cloudy,School Zone,Low,6,24,2,16
2025-11-25 13:50:00,Tuesday,13,Rainy,Commercial,Medium,28,69,10,38
2025-07-13 16:37:00,Sunday,16,Cloudy,Highway,Low,7,19,0,10
2025-07-27 16:37:00,Sunday,16,Clear,School Zone,Medium,39,32,10,54
2025-08-04 07:36:00,Monday,7,Rainy,School Zone,High,108,148,29,72
2025-08-07 23:30:00,Thursday,23,Cloudy,Industrial,Medium,43,40,11,25
2025-03-23 19:48:00,Sunday,19,Clear,School Zone,High,53,110,22,172
2025-12-04 10:35:00,Thursday,10,Clear,Residential,High,93,86,32,136
2025-02-09 05:02:00,Sunday,5,Stormy,Commercial,Low,6,30,3,11
2025-05-13 20:12:00,Tuesday,20,Stormy,Highway,Medium,41,47,7,25
2025-03-09 22:37:00,Sunday,22,Rainy,Industrial,Medium,25,36,5,52
2025-04-11 09:51:00,Friday,9,Stormy,Industrial,High,64,88,27,130
2025-03-31 19:52:00,Monday,19,Stormy,Industrial,High,79,87,39,141
2025-03-02 08:52:00,Sunday,8,Rainy,Residential,High,60,83,15,69
2025-12-15 18:50:00,Monday,18,Rainy,Commercial,High,51,105,29,117
2025-01-01 03:36:00,Wednesday,3,Rainy,Industrial,Low,17,22,5,20
2025-07-15 00:00:00,Tuesday,0,Foggy,School Zone,Low,6,10,5,5
2025-12-04 03:59:00,Thursday,3,Cloudy,School Zone,Low,6,26,0,15
2025-07-28 11:16:00,Monday,11,Clear,Industrial,Low,8,19,1,9
2025-03-12 17:14:00,Wednesday,17,Clear,Commercial,High,78,82,23,60
2025-09-18 14:22:00,Thursday,14,Stormy,Industrial,Low,18,28,3,12
2025-01-29 17:41:00,Wednesday,17,Cloudy,Highway,High,59,106,33,164
2025-05-10 11:28:00,Saturday,11,Rainy,Highway,Medium,45,45,5,54
2025-05-04 08:52:00,Sunday,8,Clear,Highway,High,96,95,33,69
2025-01-11 16:32:00,Saturday,16,Clear,Commercial,Low,18,23,1,20
2025-04-02 03:41:00,Wednesday,3,Foggy,Residential,Low,11,12,3,7
2025-04-11 09:18:00,Friday,9,Stormy,Highway,High,100,136,40,71
2025-01-09 03:17:00,Thursday,3,Cloudy,Residential,Low,16,29,1,8
2025-08-04 13:55:00,Monday,13,Cloudy,School Zone,Medium,45,66,11,23
2025-11-29 04:42:00,Saturday,4,Stormy,School Zone,Low,13,20,5,17
2025-07-30 00:53:00,Wednesday,0,Cloudy,Residential,Low,6,24,2,11
2025-07-02 13:07:00,Wednesday,13,Rainy,School Zone,Low,13,12,3,6
2025-01-12 03:43:00,Sunday,3,Foggy,Commercial,Low,20,24,2,16
2025-11-29 08:29:00,Saturday,8,Cloudy,School Zone,High,97,115,25,108
2025-12-20 00:12:00,Saturday,0,Cloudy,Industrial,Low,15,11,2,6
2025-07-26 12:29:00,Saturday,12,Stormy,School Zone,Low,20,25,4,9
2025-04-06 04:39:00,Sunday,4,Clear,School Zone,Low,19,18,3,18
2025-04-24 01:50:00,Thursday,1,Stormy,Industrial,Low,8,16,3,14
2025-03-10 15:03:00,Monday,15,Cloudy,Industrial,Medium,47,64,15,56
2025-10-29 21:32:00,Wednesday,21,Rainy,Highway,Low,14,17,5,13
2025-11-30 03:33:00,Sunday,3,Clear,School Zone,Low,13,15,5,20
2025-04-18 18:42:00,Friday,18,Rainy,School Zone,Medium,45,53,8,45
2025-10-24 19:02:00,Friday,19,Foggy,Residential,Medium,37,67,6,31
2025-10-18 11:45:00,Saturday,11,Cloudy,Highway,Low,17,22,1,10
2025-12-30 04:20:00,Tuesday,4,Cloudy,Residential,Medium,32,62,12,24
2025-10-20 22:01:00,Monday,22,Foggy,Residential,Low,12,23,2,13
2025-10-08 16:56:00,Wednesday,16,Clear,Residential,Low,18,13,3,11
2025-02-02 17:05:00,Sunday,17,Foggy,School Zone,Medium,50,41,12,40
2025-07-29 11:24:00,Tuesday,11,Foggy,Residential,Low,8,26,5,10
2025-11-08 14:36:00,Saturday,14,Rainy,Commercial,Low,16,11,1,17
2025-11-21 21:38:00,Friday,21,Stormy,School Zone,Low,5,28,5,6
2025-09-10 04:33:00,Wednesday,4,Cloudy,Commercial,Low,8,29,5,15
2025-05-29 01:33:00,Thursday,1,Stormy,Residential,Low,16,30,5,17
2025-09-21 13:28:00,Sunday,13,Foggy,Residential,Medium,42,36,7,38
2025-06-20 22:06:00,Friday,22,Cloudy,School Zone,Low,7,15,5,8
2025-04-24 11:47:00,Thursday,11,Clear,Highway,Medium,35,38,12,42
2025-04-26 03:56:00,Saturday,3,Stormy,Industrial,Low,12,12,1,6
2025-06-18 12:17:00,Wednesday,12,Stormy,Industrial,Low,14,18,3,16
2025-03-02 09:26:00,Sunday,9,Clear,Highway,Medium,34,38,6,52
2025-09-07 09:59:00,Sunday,9,Foggy,Commercial,High,50,97,31,130
2025-10-15 20:36:00,Wednesday,20,Clear,Industrial,High,117,140,24,121
2025-10-22 09:05:00,Wednesday,9,Foggy,Highway,High,117,123,18,61
2025-12-21 12:53:00,Sunday,12,Rainy,Highway,Low,11,28,0,20
2025-10-08 03:53:00,Wednesday,3,Clear,Industrial,Low,5,22,2,14
2025-03-21 05:54:00,Friday,5,Stormy,Highway,Low,15,19,1,10
2025-09-06 10:50:00,Saturday,10,Clear,Commercial,High,111,109,24,171
2025-05-28 05:54:00,Wednesday,5,Cloudy,Industrial,Low,10,10,1,9
2025-02-05 12:37:00,Wednesday,12,Cloudy,School Zone,Medium,45,30,8,25
2025-11-21 09:51:00,Friday,9,Cloudy,School Zone,High,53,109,16,120
2025-01-04 17:47:00,Saturday,17,Cloudy,Highway,Medium,31,31,14,47
2025-06-24 12:34:00,Tuesday,12,Rainy,Residential,Low,18,29,5,15
2025-10-25 19:21:00,Saturday,19,Foggy,Commercial,High,71,79,32,161
2025-12-30 15:29:00,Tuesday,15,Rainy,Commercial,Medium,45,36,7,32
2025-01-12 10:04:00,Sunday,10,Cloudy,Highway,High,79,121,15,156
2025-11-09 09:24:00,Sunday,9,Rainy,Highway,Medium,31,41,14,22
2025-10-21 15:25:00,Tuesday,15,Stormy,Highway,Low,8,17,3,20
2025-09-03 21:49:00,Wednesday,21,Rainy,School Zone,Low,10,13,3,18
2025-01-12 00:03:00,Sunday,0,Clear,Highway,Low,16,27,3,15
2025-11-29 11:48:00,Saturday,11,Clear,School Zone,Low,11,23,4,9
2025-03-04 17:00:00,Tuesday,17,Clear,Commercial,High,98,134,36,63
2025-08-03 15:55:00,Sunday,15,Clear,Residential,Low,19,19,5,16
2025-09-23 11:31:00,Tuesday,11,Rainy,Highway,Low,16,24,3,17
2025-03-22 09:28:00,Saturday,9,Rainy,Industrial,High,98,86,28,130
2025-03-02 04:33:00,Sunday,4,Cloudy,Highway,Medium,45,39,7,52
2025-04-23 16:24:00,Wednesday,16,Cloudy,Industrial,Low,18,22,4,12
2025-07-19 14:49:00,Saturday,14,Stormy,Residential,Low,15,15,4,11
2025-02-12 06:19:00,Wednesday,6,Foggy,Residential,Medium,32,61,5,44
2025-01-05 18:03:00,Sunday,18,Clear,Highway,Medium,31,32,12,45
2025-03-24 06:07:00,Monday,6,Foggy,Highway,Medium,38,31,8,33
2025-10-07 13:51:00,Tuesday,13,Cloudy,School Zone,Low,13,20,1,5
2025-05-13 18:08:00,Tuesday,18,Foggy,School Zone,High,55,135,32,107
2025-09-07 17:29:00,Sunday,17,Foggy,School Zone,Medium,39,54,8,23
2025-09-18 01:36:00,Thursday,1,Stormy,Commercial,Low,14,21,5,7
2025-08-23 21:05:00,Saturday,21,Clear,Industrial,Low,12,13,1,15
2025-04-02 02:47:00,Wednesday,2,Stormy,Residential,Medium,46,30,13,31
2025-11-09 12:45:00,Sunday,12,Cloudy,Highway,Medium,45,67,10,58
2025-06-12 23:52:00,Thursday,23,Cloudy,School Zone,Medium,45,51,7,56
2025-09-15 03:35:00,Monday,3,Rainy,School Zone,Low,16,13,3,15
2025-07-19 08:46:00,Saturday,8,Cloudy,Commercial,Medium,44,68,14,45
2025-06-22 05:27:00,Sunday,5,Cloudy,Residential,Medium,32,43,10,49
2025-05-12 19:40:00,Monday,19,Cloudy,Industrial,Medium,37,36,13,54
2025-06-07 09:14:00,Saturday,9,Rainy,Industrial,Medium,34,70,7,41
2025-03-09 06:03:00,Sunday,6,Cloudy,Commercial,Low,6,19,0,13
2025-07-30 20:15:00,Wednesday,20,Rainy,Industrial,Medium,37,66,7,45
2025-07-09 09:55:00,Wednesday,9,Stormy,Highway,High,92,120,36,147
2025-08-17 02:34:00,Sunday,2,Stormy,Highway,Low,13,22,0,11
2025-04-12 19:52:00,Saturday,19,Rainy,Highway,High,71,105,32,160
2025-11-22 10:38:00,Saturday,10,Stormy,Residential,Medium,47,38,11,53
2025-10-24 05:21:00,Friday,5,Foggy,Highway,Low,16,26,1,16
2025-05-31 03:21:00,Saturday,3,Clear,Highway,Low,17,23,5,7
2025-11-10 14:58:00,Monday,14,Clear,Highway,Medium,47,48,10,41
2025-03-17 01:11:00,Monday,1,Stormy,School Zone,Low,15,20,5,17
2025-06-10 13:37:00,Tuesday,13,Rainy,Highway,Medium,34,63,9,39
2025-02-15 01:50:00,Saturday,1,Stormy,Highway,Low,9,21,0,10
2025-05-17 20:08:00,Saturday,20,Cloudy,Industrial,Medium,20,60,8,26
2025-05-09 02:24:00,Friday,2,Rainy,Commercial,Medium,25,31,5,54
2025-06-01 09:24:00,Sunday,9,Rainy,Industrial,Medium,30,48,8,24
2025-07-20 22:08:00,Sunday,22,Cloudy,Highway,Medium,36,55,10,43
2025-02-08 03:10:00,Saturday,3,Clear,Industrial,Low,12,27,0,16
2025-06-11 19:39:00,Wednesday,19,Rainy,School Zone,High,64,74,30,137
2025-12-04 01:13:00,Thursday,1,Cloudy,Commercial,Medium,24,45,8,23
2025-03-23 08:04:00,Sunday,8,Rainy,Industrial,Medium,26,55,10,32
2025-02-23 21:00:00,Sunday,21,Stormy,Highway,Low,10,20,4,19
2025-10-21 01:10:00,Tuesday,1,Cloudy,Industrial,Low,8,30,2,13
2025-02-04 19:31:00,Tuesday,19,Foggy,Industrial,High,61,82,34,113
2025-05-18 22:59:00,Sunday,22,Foggy,School Zone,Low,5,30,3,14
2025-12-11 14:50:00,Thursday,14,Cloudy,Residential,Low,5,23,2,16
2025-11-14 22:29:00,Friday,22,Foggy,School Zone,Low,10,26,5,17
2025-10-19 08:47:00,Sunday,8,Foggy,Commercial,Medium,22,50,10,22
2025-12-22 21:28:00,Monday,21,Rainy,Industrial,Medium,41,70,7,55
2025-05-23 13:10:00,Friday,13,Clear,Industrial,Medium,30,40,6,43
2025-11-12 06:07:00,Wednesday,6,Cloudy,Highway,Low,11,19,5,9
2025-06-03 19:57:00,Tuesday,19,Foggy,Highway,High,117,105,18,103
2025-11-16 22:51:00,Sunday,22,Clear,School Zone,Low,6,16,1,14
2025-08-15 00:59:00,Friday,0,Foggy,Highway,Low,19,22,5,18
2025-09-16 04:03:00,Tuesday,4,Rainy,School Zone,Low,18,19,3,12
2025-03-20 21:28:00,Thursday,21,Foggy,Residential,Low,11,18,0,12
2025-01-28 19:57:00,Tuesday,19,Stormy,Highway,Medium,30,32,6,35
2025-10-22 15:12:00,Wednesday,15,Rainy,Commercial,Medium,23,70,10,30
2025-10-23 17:02:00,Thursday,17,Stormy,School Zone,High,114,77,27,157
2025-11-20 11:53:00,Thursday,11,Clear,Industrial,Medium,22,65,10,42
2025-05-31 21:47:00,Saturday,21,Clear,Industrial,Low,5,24,3,6
2025-01-09 21:04:00,Thursday,21,Stormy,Residential,Low,20,25,0,17
2025-08-26 21:19:00,Tuesday,21,Cloudy,Residential,Low,17,19,4,20
2025-04-09 11:15:00,Wednesday,11,Stormy,Residential,Medium,23,54,8,29
2025-03-06 02:20:00,Thursday,2,Rainy,Industrial,Low,15,27,0,17
2025-05-27 10:26:00,Tuesday,10,Foggy,School Zone,High,72,77,27,84
2025-02-03 13:26:00,Monday,13,Clear,Commercial,Medium,24,31,9,23
2025-08-03 13:50:00,Sunday,13,Cloudy,Industrial,Medium,39,35,9,31
2025-09-10 16:48:00,Wednesday,16,Rainy,Residential,Medium,24,36,12,49
2025-07-29 05:45:00,Tuesday,5,Foggy,School Zone,Low,6,17,4,15
2025-07-28 22:53:00,Monday,22,Rainy,Highway,Low,12,23,3,8
2025-05-28 20:07:00,Wednesday,20,Cloudy,Industrial,Medium,27,43,7,22
2025-03-09 14:26:00,Sunday,14,Stormy,Highway,Low,12,10,4,11
2025-10-23 18:11:00,Thursday,18,Rainy,Industrial,Medium,39,68,8,59
2025-11-28 15:44:00,Friday,15,Stormy,School Zone,Low,11,18,3,15
2025-06-19 10:47:00,Thursday,10,Clear,Commercial,High,80,114,39,119
2025-11-20 23:58:00,Thursday,23,Clear,Residential,Low,8,23,3,11
2025-06-12 01:36:00,Thursday,1,Foggy,Residential,Low,14,26,5,5
2025-07-04 05:59:00,Friday,5,Stormy,Residential,Low,8,27,2,13
2025-11-25 11:58:00,Tuesday,11,Rainy,School Zone,Medium,24,65,13,42
2025-09-08 11:15:00,Monday,11,Cloudy,Commercial,Low,20,20,3,19
2025-02-01 19:57:00,Saturday,19,Rainy,School Zone,High,56,87,28,67
2025-02-16 15:25:00,Sunday,15,Foggy,School Zone,Low,8,28,1,7
2025-12-11 11:08:00,Thursday,11,Clear,Commercial,Low,6,15,0,5
2025-09-14 14:11:00,Sunday,14,Stormy,Residential,Medium,21,65,14,45
2025-06-10 15:30:00,Tuesday,15,Rainy,Industrial,Low,18,16,0,12
